"REF_DATE","GEO","DGUID","Census year (2)","Age (in single years), average age and median age (128)","Gender (3a)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Manitoba","2021A000246","2021","69","Women+","","0","units","0","","104.1.88.3","6770","","","","0"
"2021","Manitoba","2021A000246","2021","70 to 74 years","Total - Gender","","0","units","0","","104.1.89.1","59960","","","","0"
"2021","Manitoba","2021A000246","2021","70 to 74 years","Men+","","0","units","0","","104.1.89.2","28300","","","","0"
"2021","Manitoba","2021A000246","2021","70 to 74 years","Women+","","0","units","0","","104.1.89.3","31660","","","","0"
"2021","Manitoba","2021A000246","2021","70","Total - Gender","","0","units","0","","104.1.90.1","12820","","","","0"
"2021","Manitoba","2021A000246","2021","70","Men+","","0","units","0","","104.1.90.2","6005","","","","0"
"2021","Manitoba","2021A000246","2021","70","Women+","","0","units","0","","104.1.90.3","6810","","","","0"
"2021","Manitoba","2021A000246","2021","71","Total - Gender","","0","units","0","","104.1.91.1","12290","","","","0"
"2021","Manitoba","2021A000246","2021","71","Men+","","0","units","0","","104.1.91.2","5855","","","","0"
"2021","Manitoba","2021A000246","2021","71","Women+","","0","units","0","","104.1.91.3","6435","","","","0"
"2021","Manitoba","2021A000246","2021","72","Total - Gender","","0","units","0","","104.1.92.1","11730","","","","0"
"2021","Manitoba","2021A000246","2021","72","Men+","","0","units","0","","104.1.92.2","5570","","","","0"
"2021","Manitoba","2021A000246","2021","72","Women+","","0","units","0","","104.1.92.3","6165","","","","0"
"2021","Manitoba","2021A000246","2021","73","Total - Gender","","0","units","0","","104.1.93.1","11770","","","","0"
"2021","Manitoba","2021A000246","2021","73","Men+","","0","units","0","","104.1.93.2","5460","","","","0"
"2021","Manitoba","2021A000246","2021","73","Women+","","0","units","0","","104.1.93.3","6310","","","","0"
"2021","Manitoba","2021A000246","2021","74","Total - Gender","","0","units","0","","104.1.94.1","11340","","","","0"
"2021","Manitoba","2021A000246","2021","74","Men+","","0","units","0","","104.1.94.2","5410","","","","0"
"2021","Manitoba","2021A000246","2021","74","Women+","","0","units","0","","104.1.94.3","5935","","","","0"
"2021","Manitoba","2021A000246","2021","75 to 79 years","Total - Gender","","0","units","0","","104.1.95.1","39885","","","","0"
"2021","Manitoba","2021A000246","2021","75 to 79 years","Men+","","0","units","0","","104.1.95.2","18500","","","","0"
"2021","Manitoba","2021A000246","2021","75 to 79 years","Women+","","0","units","0","","104.1.95.3","21390","","","","0"
"2021","Manitoba","2021A000246","2021","75","Total - Gender","","0","units","0","","104.1.96.1","9200","","","","0"
"2021","Manitoba","2021A000246","2021","75","Men+","","0","units","0","","104.1.96.2","4195","","","","0"
"2021","Manitoba","2021A000246","2021","75","Women+","","0","units","0","","104.1.96.3","5005","","","","0"
"2021","Manitoba","2021A000246","2021","76","Total - Gender","","0","units","0","","104.1.97.1","8440","","","","0"
"2021","Manitoba","2021A000246","2021","76","Men+","","0","units","0","","104.1.97.2","4015","","","","0"
"2021","Manitoba","2021A000246","2021","76","Women+","","0","units","0","","104.1.97.3","4425","","","","0"
"2021","Manitoba","2021A000246","2021","77","Total - Gender","","0","units","0","","104.1.98.1","8010","","","","0"
"2021","Manitoba","2021A000246","2021","77","Men+","","0","units","0","","104.1.98.2","3775","","","","0"
"2021","Manitoba","2021A000246","2021","77","Women+","","0","units","0","","104.1.98.3","4225","","","","0"
"2021","Manitoba","2021A000246","2021","78","Total - Gender","","0","units","0","","104.1.99.1","7555","","","","0"
"2021","Manitoba","2021A000246","2021","78","Men+","","0","units","0","","104.1.99.2","3490","","","","0"
"2021","Manitoba","2021A000246","2021","78","Women+","","0","units","0","","104.1.99.3","4065","","","","0"
"2021","Manitoba","2021A000246","2021","79","Total - Gender","","0","units","0","","104.1.100.1","6685","","","","0"
"2021","Manitoba","2021A000246","2021","79","Men+","","0","units","0","","104.1.100.2","3025","","","","0"
"2021","Manitoba","2021A000246","2021","79","Women+","","0","units","0","","104.1.100.3","3660","","","","0"
"2021","Manitoba","2021A000246","2021","80 to 84 years","Total - Gender","","0","units","0","","104.1.101.1","26890","","","","0"
"2021","Manitoba","2021A000246","2021","80 to 84 years","Men+","","0","units","0","","104.1.101.2","11700","","","","0"
"2021","Manitoba","2021A000246","2021","80 to 84 years","Women+","","0","units","0","","104.1.101.3","15190","","","","0"
"2021","Manitoba","2021A000246","2021","80","Total - Gender","","0","units","0","","104.1.102.1","6490","","","","0"
"2021","Manitoba","2021A000246","2021","80","Men+","","0","units","0","","104.1.102.2","2885","","","","0"
"2021","Manitoba","2021A000246","2021","80","Women+","","0","units","0","","104.1.102.3","3610","","","","0"
"2021","Manitoba","2021A000246","2021","81","Total - Gender","","0","units","0","","104.1.103.1","5725","","","","0"
"2021","Manitoba","2021A000246","2021","81","Men+","","0","units","0","","104.1.103.2","2485","","","","0"
"2021","Manitoba","2021A000246","2021","81","Women+","","0","units","0","","104.1.103.3","3240","","","","0"
"2021","Manitoba","2021A000246","2021","82","Total - Gender","","0","units","0","","104.1.104.1","5420","","","","0"
"2021","Manitoba","2021A000246","2021","82","Men+","","0","units","0","","104.1.104.2","2355","","","","0"
"2021","Manitoba","2021A000246","2021","82","Women+","","0","units","0","","104.1.104.3","3065","","","","0"
"2021","Manitoba","2021A000246","2021","83","Total - Gender","","0","units","0","","104.1.105.1","4955","","","","0"
"2021","Manitoba","2021A000246","2021","83","Men+","","0","units","0","","104.1.105.2","2190","","","","0"
"2021","Manitoba","2021A000246","2021","83","Women+","","0","units","0","","104.1.105.3","2770","","","","0"
"2021","Manitoba","2021A000246","2021","84","Total - Gender","","0","units","0","","104.1.106.1","4300","","","","0"
"2021","Manitoba","2021A000246","2021","84","Men+","","0","units","0","","104.1.106.2","1790","","","","0"
"2021","Manitoba","2021A000246","2021","84","Women+","","0","units","0","","104.1.106.3","2510","","","","0"
"2021","Manitoba","2021A000246","2021","85 years and over","Total - Gender","","0","units","0","","104.1.107.1","29255","","","","0"
"2021","Manitoba","2021A000246","2021","85 years and over","Men+","","0","units","0","","104.1.107.2","10190","","","","0"
"2021","Manitoba","2021A000246","2021","85 years and over","Women+","","0","units","0","","104.1.107.3","19065","","","","0"
"2021","Manitoba","2021A000246","2021","85 to 89 years","Total - Gender","","0","units","0","","104.1.108.1","17195","","","","0"
"2021","Manitoba","2021A000246","2021","85 to 89 years","Men+","","0","units","0","","104.1.108.2","6615","","","","0"
"2021","Manitoba","2021A000246","2021","85 to 89 years","Women+","","0","units","0","","104.1.108.3","10580","","","","0"
"2021","Manitoba","2021A000246","2021","85","Total - Gender","","0","units","0","","104.1.109.1","4260","","","","0"
"2021","Manitoba","2021A000246","2021","85","Men+","","0","units","0","","104.1.109.2","1680","","","","0"
"2021","Manitoba","2021A000246","2021","85","Women+","","0","units","0","","104.1.109.3","2580","","","","0"
"2021","Manitoba","2021A000246","2021","86","Total - Gender","","0","units","0","","104.1.110.1","3710","","","","0"
"2021","Manitoba","2021A000246","2021","86","Men+","","0","units","0","","104.1.110.2","1465","","","","0"
"2021","Manitoba","2021A000246","2021","86","Women+","","0","units","0","","104.1.110.3","2240","","","","0"
"2021","Manitoba","2021A000246","2021","87","Total - Gender","","0","units","0","","104.1.111.1","3370","","","","0"
"2021","Manitoba","2021A000246","2021","87","Men+","","0","units","0","","104.1.111.2","1355","","","","0"
"2021","Manitoba","2021A000246","2021","87","Women+","","0","units","0","","104.1.111.3","2015","","","","0"
"2021","Manitoba","2021A000246","2021","88","Total - Gender","","0","units","0","","104.1.112.1","3020","","","","0"
"2021","Manitoba","2021A000246","2021","88","Men+","","0","units","0","","104.1.112.2","1105","","","","0"
"2021","Manitoba","2021A000246","2021","88","Women+","","0","units","0","","104.1.112.3","1915","","","","0"
"2021","Manitoba","2021A000246","2021","89","Total - Gender","","0","units","0","","104.1.113.1","2840","","","","0"
"2021","Manitoba","2021A000246","2021","89","Men+","","0","units","0","","104.1.113.2","1005","","","","0"
"2021","Manitoba","2021A000246","2021","89","Women+","","0","units","0","","104.1.113.3","1840","","","","0"
"2021","Manitoba","2021A000246","2021","90 to 94 years","Total - Gender","","0","units","0","","104.1.114.1","8975","","","","0"
"2021","Manitoba","2021A000246","2021","90 to 94 years","Men+","","0","units","0","","104.1.114.2","2845","","","","0"
"2021","Manitoba","2021A000246","2021","90 to 94 years","Women+","","0","units","0","","104.1.114.3","6125","","","","0"
"2021","Manitoba","2021A000246","2021","90","Total - Gender","","0","units","0","","104.1.115.1","2370","","","","0"
"2021","Manitoba","2021A000246","2021","90","Men+","","0","units","0","","104.1.115.2","815","","","","0"
"2021","Manitoba","2021A000246","2021","90","Women+","","0","units","0","","104.1.115.3","1550","","","","0"
"2021","Manitoba","2021A000246","2021","91","Total - Gender","","0","units","0","","104.1.116.1","2115","","","","0"
"2021","Manitoba","2021A000246","2021","91","Men+","","0","units","0","","104.1.116.2","680","","","","0"
"2021","Manitoba","2021A000246","2021","91","Women+","","0","units","0","","104.1.116.3","1435","","","","0"
"2021","Manitoba","2021A000246","2021","92","Total - Gender","","0","units","0","","104.1.117.1","1895","","","","0"
"2021","Manitoba","2021A000246","2021","92","Men+","","0","units","0","","104.1.117.2","545","","","","0"
"2021","Manitoba","2021A000246","2021","92","Women+","","0","units","0","","104.1.117.3","1345","","","","0"
"2021","Manitoba","2021A000246","2021","93","Total - Gender","","0","units","0","","104.1.118.1","1460","","","","0"
"2021","Manitoba","2021A000246","2021","93","Men+","","0","units","0","","104.1.118.2","440","","","","0"
"2021","Manitoba","2021A000246","2021","93","Women+","","0","units","0","","104.1.118.3","1020","","","","0"
"2021","Manitoba","2021A000246","2021","94","Total - Gender","","0","units","0","","104.1.119.1","1135","","","","0"
"2021","Manitoba","2021A000246","2021","94","Men+","","0","units","0","","104.1.119.2","370","","","","0"
"2021","Manitoba","2021A000246","2021","94","Women+","","0","units","0","","104.1.119.3","765","","","","0"
"2021","Manitoba","2021A000246","2021","95 to 99 years","Total - Gender","","0","units","0","","104.1.120.1","2645","","","","0"
"2021","Manitoba","2021A000246","2021","95 to 99 years","Men+","","0","units","0","","104.1.120.2","645","","","","0"
"2021","Manitoba","2021A000246","2021","95 to 99 years","Women+","","0","units","0","","104.1.120.3","1995","","","","0"
"2021","Manitoba","2021A000246","2021","95","Total - Gender","","0","units","0","","104.1.121.1","890","","","","0"
"2021","Manitoba","2021A000246","2021","95","Men+","","0","units","0","","104.1.121.2","230","","","","0"
"2021","Manitoba","2021A000246","2021","95","Women+","","0","units","0","","104.1.121.3","660","","","","0"
"2021","Manitoba","2021A000246","2021","96","Total - Gender","","0","units","0","","104.1.122.1","645","","","","0"
"2021","Manitoba","2021A000246","2021","96","Men+","","0","units","0","","104.1.122.2","160","","","","0"
"2021","Manitoba","2021A000246","2021","96","Women+","","0","units","0","","104.1.122.3","485","","","","0"
"2021","Manitoba","2021A000246","2021","97","Total - Gender","","0","units","0","","104.1.123.1","495","","","","0"
"2021","Manitoba","2021A000246","2021","97","Men+","","0","units","0","","104.1.123.2","115","","","","0"
"2021","Manitoba","2021A000246","2021","97","Women+","","0","units","0","","104.1.123.3","385","","","","0"
"2021","Manitoba","2021A000246","2021","98","Total - Gender","","0","units","0","","104.1.124.1","355","","","","0"
"2021","Manitoba","2021A000246","2021","98","Men+","","0","units","0","","104.1.124.2","80","","","","0"
"2021","Manitoba","2021A000246","2021","98","Women+","","0","units","0","","104.1.124.3","275","","","","0"
"2021","Manitoba","2021A000246","2021","99","Total - Gender","","0","units","0","","104.1.125.1","250","","","","0"
"2021","Manitoba","2021A000246","2021","99","Men+","","0","units","0","","104.1.125.2","60","","","","0"
"2021","Manitoba","2021A000246","2021","99","Women+","","0","units","0","","104.1.125.3","195","","","","0"
"2021","Manitoba","2021A000246","2021","100 years and over","Total - Gender","","0","units","0","","104.1.126.1","445","","","","0"
"2021","Manitoba","2021A000246","2021","100 years and over","Men+","","0","units","0","","104.1.126.2","80","","","","0"
"2021","Manitoba","2021A000246","2021","100 years and over","Women+","","0","units","0","","104.1.126.3","360","","","","0"
"2021","Manitoba","2021A000246","2021","Average age","Total - Gender","","0","units","0","","104.1.127.1","39.7","","","","1"
"2021","Manitoba","2021A000246","2021","Average age","Men+","","0","units","0","","104.1.127.2","38.7","","","","1"
"2021","Manitoba","2021A000246","2021","Average age","Women+","","0","units","0","","104.1.127.3","40.7","","","","1"
"2021","Manitoba","2021A000246","2021","Median age","Total - Gender","","0","units","0","","104.1.128.1","38.4","","","","1"
"2021","Manitoba","2021A000246","2021","Median age","Men+","","0","units","0","","104.1.128.2","37.2","","","","1"
"2021","Manitoba","2021A000246","2021","Median age","Women+","","0","units","0","","104.1.128.3","39.6","","","","1"
"2021","Saskatchewan","2021A000247","2021","Total - Age","Total - Gender","","0","units","0","","111.1.1.1","1132505","","","","0"
"2021","Saskatchewan","2021A000247","2021","Total - Age","Men+","","0","units","0","","111.1.1.2","563125","","","","0"
"2021","Saskatchewan","2021A000247","2021","Total - Age","Women+","","0","units","0","","111.1.1.3","569380","","","","0"
"2021","Saskatchewan","2021A000247","2021","0 to 14 years","Total - Gender","","0","units","0","","111.1.2.1","223115","","","","0"
"2021","Saskatchewan","2021A000247","2021","0 to 14 years","Men+","","0","units","0","","111.1.2.2","114355","","","","0"
"2021","Saskatchewan","2021A000247","2021","0 to 14 years","Women+","","0","units","0","","111.1.2.3","108760","","","","0"
"2021","Saskatchewan","2021A000247","2021","0 to 4 years","Total - Gender","","0","units","0","","111.1.3.1","69450","","","","0"
"2021","Saskatchewan","2021A000247","2021","0 to 4 years","Men+","","0","units","0","","111.1.3.2","35550","","","","0"
"2021","Saskatchewan","2021A000247","2021","0 to 4 years","Women+","","0","units","0","","111.1.3.3","33900","","","","0"
"2021","Saskatchewan","2021A000247","2021","Under 1 year","Total - Gender","","0","units","0","","111.1.4.1","13035","","","","0"
"2021","Saskatchewan","2021A000247","2021","Under 1 year","Men+","","0","units","0","","111.1.4.2","6765","","","","0"
"2021","Saskatchewan","2021A000247","2021","Under 1 year","Women+","","0","units","0","","111.1.4.3","6270","","","","0"
"2021","Saskatchewan","2021A000247","2021","1","Total - Gender","","0","units","0","","111.1.5.1","13415","","","","0"
"2021","Saskatchewan","2021A000247","2021","1","Men+","","0","units","0","","111.1.5.2","6860","","","","0"
"2021","Saskatchewan","2021A000247","2021","1","Women+","","0","units","0","","111.1.5.3","6555","","","","0"
"2021","Saskatchewan","2021A000247","2021","2","Total - Gender","","0","units","0","","111.1.6.1","13915","","","","0"
"2021","Saskatchewan","2021A000247","2021","2","Men+","","0","units","0","","111.1.6.2","7120","","","","0"
"2021","Saskatchewan","2021A000247","2021","2","Women+","","0","units","0","","111.1.6.3","6795","","","","0"
"2021","Saskatchewan","2021A000247","2021","3","Total - Gender","","0","units","0","","111.1.7.1","14400","","","","0"
"2021","Saskatchewan","2021A000247","2021","3","Men+","","0","units","0","","111.1.7.2","7270","","","","0"
"2021","Saskatchewan","2021A000247","2021","3","Women+","","0","units","0","","111.1.7.3","7130","","","","0"
"2021","Saskatchewan","2021A000247","2021","4","Total - Gender","","0","units","0","","111.1.8.1","14685","","","","0"
"2021","Saskatchewan","2021A000247","2021","4","Men+","","0","units","0","","111.1.8.2","7540","","","","0"
"2021","Saskatchewan","2021A000247","2021","4","Women+","","0","units","0","","111.1.8.3","7150","","","","0"
"2021","Saskatchewan","2021A000247","2021","5 to 9 years","Total - Gender","","0","units","0","","111.1.9.1","76550","","","","0"
"2021","Saskatchewan","2021A000247","2021","5 to 9 years","Men+","","0","units","0","","111.1.9.2","39205","","","","0"
"2021","Saskatchewan","2021A000247","2021","5 to 9 years","Women+","","0","units","0","","111.1.9.3","37340","","","","0"
"2021","Saskatchewan","2021A000247","2021","5","Total - Gender","","0","units","0","","111.1.10.1","15050","","","","0"
"2021","Saskatchewan","2021A000247","2021","5","Men+","","0","units","0","","111.1.10.2","7600","","","","0"
"2021","Saskatchewan","2021A000247","2021","5","Women+","","0","units","0","","111.1.10.3","7445","","","","0"
"2021","Saskatchewan","2021A000247","2021","6","Total - Gender","","0","units","0","","111.1.11.1","15185","","","","0"
"2021","Saskatchewan","2021A000247","2021","6","Men+","","0","units","0","","111.1.11.2","7805","","","","0"
"2021","Saskatchewan","2021A000247","2021","6","Women+","","0","units","0","","111.1.11.3","7380","","","","0"
"2021","Saskatchewan","2021A000247","2021","7","Total - Gender","","0","units","0","","111.1.12.1","15350","","","","0"
"2021","Saskatchewan","2021A000247","2021","7","Men+","","0","units","0","","111.1.12.2","7780","","","","0"
"2021","Saskatchewan","2021A000247","2021","7","Women+","","0","units","0","","111.1.12.3","7570","","","","0"
"2021","Saskatchewan","2021A000247","2021","8","Total - Gender","","0","units","0","","111.1.13.1","15605","","","","0"
"2021","Saskatchewan","2021A000247","2021","8","Men+","","0","units","0","","111.1.13.2","8090","","","","0"
"2021","Saskatchewan","2021A000247","2021","8","Women+","","0","units","0","","111.1.13.3","7515","","","","0"
"2021","Saskatchewan","2021A000247","2021","9","Total - Gender","","0","units","0","","111.1.14.1","15360","","","","0"
"2021","Saskatchewan","2021A000247","2021","9","Men+","","0","units","0","","111.1.14.2","7935","","","","0"
"2021","Saskatchewan","2021A000247","2021","9","Women+","","0","units","0","","111.1.14.3","7425","","","","0"
"2021","Saskatchewan","2021A000247","2021","10 to 14 years","Total - Gender","","0","units","0","","111.1.15.1","77115","","","","0"
"2021","Saskatchewan","2021A000247","2021","10 to 14 years","Men+","","0","units","0","","111.1.15.2","39600","","","","0"
"2021","Saskatchewan","2021A000247","2021","10 to 14 years","Women+","","0","units","0","","111.1.15.3","37515","","","","0"
"2021","Saskatchewan","2021A000247","2021","10","Total - Gender","","0","units","0","","111.1.16.1","15630","","","","0"
"2021","Saskatchewan","2021A000247","2021","10","Men+","","0","units","0","","111.1.16.2","8085","","","","0"
"2021","Saskatchewan","2021A000247","2021","10","Women+","","0","units","0","","111.1.16.3","7545","","","","0"
"2021","Saskatchewan","2021A000247","2021","11","Total - Gender","","0","units","0","","111.1.17.1","15600","","","","0"
"2021","Saskatchewan","2021A000247","2021","11","Men+","","0","units","0","","111.1.17.2","7970","","","","0"
"2021","Saskatchewan","2021A000247","2021","11","Women+","","0","units","0","","111.1.17.3","7625","","","","0"
"2021","Saskatchewan","2021A000247","2021","12","Total - Gender","","0","units","0","","111.1.18.1","15730","","","","0"
"2021","Saskatchewan","2021A000247","2021","12","Men+","","0","units","0","","111.1.18.2","8135","","","","0"
"2021","Saskatchewan","2021A000247","2021","12","Women+","","0","units","0","","111.1.18.3","7595","","","","0"
"2021","Saskatchewan","2021A000247","2021","13","Total - Gender","","0","units","0","","111.1.19.1","15655","","","","0"
"2021","Saskatchewan","2021A000247","2021","13","Men+","","0","units","0","","111.1.19.2","8000","","","","0"
"2021","Saskatchewan","2021A000247","2021","13","Women+","","0","units","0","","111.1.19.3","7655","","","","0"
"2021","Saskatchewan","2021A000247","2021","14","Total - Gender","","0","units","0","","111.1.20.1","14500","","","","0"
"2021","Saskatchewan","2021A000247","2021","14","Men+","","0","units","0","","111.1.20.2","7410","","","","0"
"2021","Saskatchewan","2021A000247","2021","14","Women+","","0","units","0","","111.1.20.3","7095","","","","0"
"2021","Saskatchewan","2021A000247","2021","15 to 64 years","Total - Gender","","0","units","0","","111.1.21.1","711410","","","","0"
"2021","Saskatchewan","2021A000247","2021","15 to 64 years","Men+","","0","units","0","","111.1.21.2","357000","","","","0"
"2021","Saskatchewan","2021A000247","2021","15 to 64 years","Women+","","0","units","0","","111.1.21.3","354405","","","","0"
"2021","Saskatchewan","2021A000247","2021","15 to 19 years","Total - Gender","","0","units","0","","111.1.22.1","68515","","","","0"
"2021","Saskatchewan","2021A000247","2021","15 to 19 years","Men+","","0","units","0","","111.1.22.2","35525","","","","0"
"2021","Saskatchewan","2021A000247","2021","15 to 19 years","Women+","","0","units","0","","111.1.22.3","32990","","","","0"
"2021","Saskatchewan","2021A000247","2021","15","Total - Gender","","0","units","0","","111.1.23.1","14310","","","","0"
"2021","Saskatchewan","2021A000247","2021","15","Men+","","0","units","0","","111.1.23.2","7400","","","","0"
"2021","Saskatchewan","2021A000247","2021","15","Women+","","0","units","0","","111.1.23.3","6910","","","","0"
"2021","Saskatchewan","2021A000247","2021","16","Total - Gender","","0","units","0","","111.1.24.1","13825","","","","0"
"2021","Saskatchewan","2021A000247","2021","16","Men+","","0","units","0","","111.1.24.2","7175","","","","0"
"2021","Saskatchewan","2021A000247","2021","16","Women+","","0","units","0","","111.1.24.3","6650","","","","0"
"2021","Saskatchewan","2021A000247","2021","17","Total - Gender","","0","units","0","","111.1.25.1","14010","","","","0"
"2021","Saskatchewan","2021A000247","2021","17","Men+","","0","units","0","","111.1.25.2","7240","","","","0"
"2021","Saskatchewan","2021A000247","2021","17","Women+","","0","units","0","","111.1.25.3","6770","","","","0"
"2021","Saskatchewan","2021A000247","2021","18","Total - Gender","","0","units","0","","111.1.26.1","13105","","","","0"
"2021","Saskatchewan","2021A000247","2021","18","Men+","","0","units","0","","111.1.26.2","6805","","","","0"
"2021","Saskatchewan","2021A000247","2021","18","Women+","","0","units","0","","111.1.26.3","6300","","","","0"
"2021","Saskatchewan","2021A000247","2021","19","Total - Gender","","0","units","0","","111.1.27.1","13265","","","","0"
"2021","Saskatchewan","2021A000247","2021","19","Men+","","0","units","0","","111.1.27.2","6900","","","","0"
"2021","Saskatchewan","2021A000247","2021","19","Women+","","0","units","0","","111.1.27.3","6360","","","","0"
"2021","Saskatchewan","2021A000247","2021","20 to 24 years","Total - Gender","","0","units","0","","111.1.28.1","66875","","","","0"
"2021","Saskatchewan","2021A000247","2021","20 to 24 years","Men+","","0","units","0","","111.1.28.2","34575","","","","0"
"2021","Saskatchewan","2021A000247","2021","20 to 24 years","Women+","","0","units","0","","111.1.28.3","32300","","","","0"
"2021","Saskatchewan","2021A000247","2021","20","Total - Gender","","0","units","0","","111.1.29.1","13275","","","","0"
"2021","Saskatchewan","2021A000247","2021","20","Men+","","0","units","0","","111.1.29.2","6900","","","","0"
"2021","Saskatchewan","2021A000247","2021","20","Women+","","0","units","0","","111.1.29.3","6380","","","","0"
"2021","Saskatchewan","2021A000247","2021","21","Total - Gender","","0","units","0","","111.1.30.1","13670","","","","0"
"2021","Saskatchewan","2021A000247","2021","21","Men+","","0","units","0","","111.1.30.2","7045","","","","0"
"2021","Saskatchewan","2021A000247","2021","21","Women+","","0","units","0","","111.1.30.3","6625","","","","0"
"2021","Saskatchewan","2021A000247","2021","22","Total - Gender","","0","units","0","","111.1.31.1","13195","","","","0"
"2021","Saskatchewan","2021A000247","2021","22","Men+","","0","units","0","","111.1.31.2","6865","","","","0"
"2021","Saskatchewan","2021A000247","2021","22","Women+","","0","units","0","","111.1.31.3","6335","","","","0"
"2021","Saskatchewan","2021A000247","2021","23","Total - Gender","","0","units","0","","111.1.32.1","13245","","","","0"
"2021","Saskatchewan","2021A000247","2021","23","Men+","","0","units","0","","111.1.32.2","6815","","","","0"
"2021","Saskatchewan","2021A000247","2021","23","Women+","","0","units","0","","111.1.32.3","6430","","","","0"
"2021","Saskatchewan","2021A000247","2021","24","Total - Gender","","0","units","0","","111.1.33.1","13485","","","","0"
"2021","Saskatchewan","2021A000247","2021","24","Men+","","0","units","0","","111.1.33.2","6955","","","","0"
"2021","Saskatchewan","2021A000247","2021","24","Women+","","0","units","0","","111.1.33.3","6530","","","","0"
"2021","Saskatchewan","2021A000247","2021","25 to 29 years","Total - Gender","","0","units","0","","111.1.34.1","70030","","","","0"
"2021","Saskatchewan","2021A000247","2021","25 to 29 years","Men+","","0","units","0","","111.1.34.2","35420","","","","0"
"2021","Saskatchewan","2021A000247","2021","25 to 29 years","Women+","","0","units","0","","111.1.34.3","34605","","","","0"
"2021","Saskatchewan","2021A000247","2021","25","Total - Gender","","0","units","0","","111.1.35.1","13430","","","","0"
"2021","Saskatchewan","2021A000247","2021","25","Men+","","0","units","0","","111.1.35.2","6910","","","","0"
"2021","Saskatchewan","2021A000247","2021","25","Women+","","0","units","0","","111.1.35.3","6515","","","","0"
"2021","Saskatchewan","2021A000247","2021","26","Total - Gender","","0","units","0","","111.1.36.1","13695","","","","0"
"2021","Saskatchewan","2021A000247","2021","26","Men+","","0","units","0","","111.1.36.2","6850","","","","0"
"2021","Saskatchewan","2021A000247","2021","26","Women+","","0","units","0","","111.1.36.3","6845","","","","0"
"2021","Saskatchewan","2021A000247","2021","27","Total - Gender","","0","units","0","","111.1.37.1","14105","","","","0"
"2021","Saskatchewan","2021A000247","2021","27","Men+","","0","units","0","","111.1.37.2","7160","","","","0"
"2021","Saskatchewan","2021A000247","2021","27","Women+","","0","units","0","","111.1.37.3","6945","","","","0"
"2021","Saskatchewan","2021A000247","2021","28","Total - Gender","","0","units","0","","111.1.38.1","14340","","","","0"
"2021","Saskatchewan","2021A000247","2021","28","Men+","","0","units","0","","111.1.38.2","7330","","","","0"
"2021","Saskatchewan","2021A000247","2021","28","Women+","","0","units","0","","111.1.38.3","7010","","","","0"
"2021","Saskatchewan","2021A000247","2021","29","Total - Gender","","0","units","0","","111.1.39.1","14460","","","","0"
"2021","Saskatchewan","2021A000247","2021","29","Men+","","0","units","0","","111.1.39.2","7170","","","","0"
"2021","Saskatchewan","2021A000247","2021","29","Women+","","0","units","0","","111.1.39.3","7295","","","","0"
"2021","Saskatchewan","2021A000247","2021","30 to 34 years","Total - Gender","","0","units","0","","111.1.40.1","78380","","","","0"
"2021","Saskatchewan","2021A000247","2021","30 to 34 years","Men+","","0","units","0","","111.1.40.2","38930","","","","0"
"2021","Saskatchewan","2021A000247","2021","30 to 34 years","Women+","","0","units","0","","111.1.40.3","39450","","","","0"
"2021","Saskatchewan","2021A000247","2021","30","Total - Gender","","0","units","0","","111.1.41.1","15425","","","","0"
"2021","Saskatchewan","2021A000247","2021","30","Men+","","0","units","0","","111.1.41.2","7775","","","","0"
"2021","Saskatchewan","2021A000247","2021","30","Women+","","0","units","0","","111.1.41.3","7655","","","","0"
"2021","Saskatchewan","2021A000247","2021","31","Total - Gender","","0","units","0","","111.1.42.1","15790","","","","0"
"2021","Saskatchewan","2021A000247","2021","31","Men+","","0","units","0","","111.1.42.2","7895","","","","0"
"2021","Saskatchewan","2021A000247","2021","31","Women+","","0","units","0","","111.1.42.3","7900","","","","0"
"2021","Saskatchewan","2021A000247","2021","32","Total - Gender","","0","units","0","","111.1.43.1","15765","","","","0"
"2021","Saskatchewan","2021A000247","2021","32","Men+","","0","units","0","","111.1.43.2","7655","","","","0"
"2021","Saskatchewan","2021A000247","2021","32","Women+","","0","units","0","","111.1.43.3","8110","","","","0"
"2021","Saskatchewan","2021A000247","2021","33","Total - Gender","","0","units","0","","111.1.44.1","15565","","","","0"
"2021","Saskatchewan","2021A000247","2021","33","Men+","","0","units","0","","111.1.44.2","7835","","","","0"
"2021","Saskatchewan","2021A000247","2021","33","Women+","","0","units","0","","111.1.44.3","7735","","","","0"
"2021","Saskatchewan","2021A000247","2021","34","Total - Gender","","0","units","0","","111.1.45.1","15830","","","","0"
"2021","Saskatchewan","2021A000247","2021","34","Men+","","0","units","0","","111.1.45.2","7770","","","","0"
"2021","Saskatchewan","2021A000247","2021","34","Women+","","0","units","0","","111.1.45.3","8060","","","","0"
"2021","Saskatchewan","2021A000247","2021","35 to 39 years","Total - Gender","","0","units","0","","111.1.46.1","79420","","","","0"
"2021","Saskatchewan","2021A000247","2021","35 to 39 years","Men+","","0","units","0","","111.1.46.2","39375","","","","0"
"2021","Saskatchewan","2021A000247","2021","35 to 39 years","Women+","","0","units","0","","111.1.46.3","40045","","","","0"
"2021","Saskatchewan","2021A000247","2021","35","Total - Gender","","0","units","0","","111.1.47.1","16135","","","","0"
